id,category,language,question,answer
1102,CATEGORY 3 — TOURIST ATTRACTIONS,Tamil,வரலாற்றுச் சிறப்புமிக்க இடங்கள் சுற்றுலாப்பயணிகளுக்கு ஏன் முக்கியம்?,நாட்டின் வரலாறையும் பண்பாட்டையும் அறிந்துகொள்ள உதவுவதால்.
1103,CATEGORY 3 — TOURIST ATTRACTIONS,Tamil,பண்டைய நகரங்கள் இலங்கையில் ஏன் பிரபலமாக உள்ளன?,"தொன்மையான கட்டிடக்கலை, அரச மரபுகள் மற்றும் பண்பாட்டு பாரம்பரியம் காரணமாக."
1104,CATEGORY 3 — TOURIST ATTRACTIONS,Tamil,கோட்டைகள் மற்றும் அரண்மனைகள் பார்வையிடுவதின் சிறப்பு என்ன?,பாதுகாப்பு அமைப்புகள் மற்றும் பழங்கால வாழ்க்கை முறையை அறிய முடிவதால்.
1105,CATEGORY 3 — TOURIST ATTRACTIONS,Tamil,மத சார்ந்த சுற்றுலா இடங்கள் எவை?,"கோவில்கள், பள்ளிவாசல்கள், தேவாலயங்கள் மற்றும் புத்த ஆலயங்கள்."
1106,CATEGORY 3 — TOURIST ATTRACTIONS,Tamil,மலைப்பகுதிகள் சுற்றுலாப்பயணிகளுக்கு ஏன் ஈர்ப்பாக உள்ளன?,"குளிர்ந்த காலநிலை, இயற்கை அழகு மற்றும் ஓய்வான சூழல் காரணமாக."
1107,CATEGORY 3 — TOURIST ATTRACTIONS,Tamil,கடற்கரை சுற்றுலா ஏன் பிரபலமானது?,"நீச்சல், ஓய்வு, மற்றும் கடல் சார்ந்த செயல்பாடுகள் கிடைப்பதால்."
1108,CATEGORY 3 — TOURIST ATTRACTIONS,Tamil,தேசிய பூங்காக்கள் பார்வையிடுவதன் பயன் என்ன?,வனவிலங்குகளை இயற்கை சூழலில் காணும் வாய்ப்பு கிடைப்பதால்.
1109,CATEGORY 3 — TOURIST ATTRACTIONS,Tamil,இயற்கை பாதுகாப்பு பகுதிகள் ஏன் பாதுகாக்கப்படுகின்றன?,உயிரின பல்வகைமையை பாதுகாப்பதற்காக.
1110,CATEGORY 3 — TOURIST ATTRACTIONS,Tamil,சுற்றுலா இடங்களுக்கு செல்ல சிறந்த காலம் எது?,வானிலை உகந்த வறண்ட காலம் பொதுவாக சிறந்ததாகும்.
1111,CATEGORY 3 — TOURIST ATTRACTIONS,Tamil,சுற்றுலா இடங்களில் வழிகாட்டி சேவைகள் ஏன் பயனுள்ளதாக உள்ளன?,சரியான தகவல்கள் மற்றும் பாதுகாப்பான பார்வை அனுபவம் கிடைப்பதால்.
1112,CATEGORY 3 — TOURIST ATTRACTIONS,Tamil,அருங்காட்சியகங்கள் சுற்றுலாவில் என்ன பங்கு வகிக்கின்றன?,"வரலாறு, கலை மற்றும் பண்பாட்டை காட்சிப்படுத்துவதன் மூலம் கல்வி அளிக்கின்றன."
1113,CATEGORY 3 — TOURIST ATTRACTIONS,Tamil,புனித இடங்களை பார்வையிடும்போது கவனிக்க வேண்டியவை என்ன?,மரியாதையான உடை அணிதல் மற்றும் மதச் சடங்குகளை மதித்தல்.
1114,CATEGORY 3 — TOURIST ATTRACTIONS,Tamil,நீர்வீழ்ச்சிகள் சுற்றுலாப்பயணிகளுக்கு ஏன் ஈர்ப்பாக உள்ளன?,இயற்கை அழகு மற்றும் புகைப்பட வாய்ப்புகள் அதிகம் இருப்பதால்.
1115,CATEGORY 3 — TOURIST ATTRACTIONS,Tamil,சுற்றுலா இடங்களில் பாதுகாப்பு ஏன் முக்கியம்?,விபத்துகளைத் தவிர்க்கவும் பயணிகளை பாதுகாக்கவும்.
1116,CATEGORY 3 — TOURIST ATTRACTIONS,Tamil,பசுமை சுற்றுலா என்றால் என்ன?,சுற்றுச்சூழலை பாதுகாக்கும் முறையில் சுற்றுலாவை அனுபவிப்பது.
1117,CATEGORY 3 — TOURIST ATTRACTIONS,Tamil,தொல்லியல் இடங்கள் பார்வையிடுவதின் முக்கியத்துவம் என்ன?,பண்டைய நாகரிகங்களைப் பற்றி அறிய உதவுவதால்.
1118,CATEGORY 3 — TOURIST ATTRACTIONS,Tamil,சுற்றுலா இடங்களில் புகைப்படம் எடுக்கும் போது ஏன் விதிமுறைகள் உள்ளன?,பாதுகாப்பு மற்றும் இடத்தின் மரியாதையை காக்க.
1119,CATEGORY 3 — TOURIST ATTRACTIONS,Tamil,சுற்றுலா இடங்களுக்கு நுழைவு கட்டணம் ஏன் வசூலிக்கப்படுகிறது?,பராமரிப்பு மற்றும் பாதுகாப்பு செலவுகளை நிர்வகிக்க.
